Store_locations_ID,Text_ID,Text,aspectCategory,sentiment
3,900,i went to try the coffee and it was really delicious but i was upset by the behavior of the employee at the cashier i asked him for a macchiato and he said that there was nothing on the menu except cortado i said okay write cortado on the bill he called the barista to make it macchiato and he refused to tell me that there was nothing but cortado i said okay can you call the barista so that he can understand me he said there is nothing but cortado or nothing he condescended to call him or speak to him other than that i did not expect a wellknown cafe god willing and with this small size i wish they would open larger branches because he deserves it,staff,positive
3,902,i expected the flat white to be better than this but unfortunately it is normal,drinks,positive
3,903,the place is nice and close the prices are good and the taste of their coffee,"price, place","positive, positive"
3,904,there is no parking and the entrance to the complex is crowded which greatly limits access,parking,positive
3,905,my order was todays coffee an ethiopian coffee frankly the experience was almost bad for the coffee the cup is small and it is also all a large amount of ice and a small percentage of coffee even though the cup is small in size and the dessert tasted terrible frankly the prices are still acceptable thank you,"price, dessert","negative, negative"
3,906,recently a branch was opened in gharbia specifically jeddah it is one of the best cafes that offers highquality coffee at a very reasonable price even competitive with other cafes the coffee extraction was very excellent and the taste of the coffee was amazing i tried the cortado and the flat white they were all excellent i will also visit them later to try the dessert because it has received a lot of praise it is worth trying,"price, dessert","positive, positive"
3,907,the coffee is wellbalanced and wonderful and the time is awesome i enjoyed it tamim and mr mohamed may god bless you and your beautiful soul,drinks,positive
3,908,the cheapest and best black coffee in jeddah,drinks,positive
3,909,omar alghamdi do not overdo it he is very respectful and has an excellent style and coffee today,drinks,positive
3,910,it goes without saying but there is a big question about choosing the location for their first branch in jeddah a very small and narrow place and there are not enough seats or parking spaces and it is a location that you will find difficult to reach,location,negative
3,911,a very beautiful place the employee faisal is very polite and ethical,place,positive
3,912,i tried it twice the first time it was brazilian coffee it tasted a bit watery and the coffee was very bad my rating for it was very bad the second time i tried colobi and it tasted very good contrary to expectations what is strange is that the v does not have it,drinks,negative
3,913,todays coffee is brazilian changing its taste and spanish cortado ice tastes like nescafe an experience that will not be repeated,drinks,positive
3,914,the entire review is due to the style of the cashier muhammad nour i swear to god what a good employee,staff,positive
3,915,cashier mohammed al zayed is a respectable man and does not let a customer leave his place until he pleases him i dont know what its called but it turned out delicious,staff,positive
3,916,mohamed alzayed is a respectable and decent employee god willing,staff,positive
3,917,their coffee is nice but not like the one i tasted in riyadh,drinks,positive
3,919,thank you coffee address,service,positive
3,920,delicious coffee i was shocked i came based on my friends praise and it turned out delicious steaming is excellent and is available in a variety of coffee types it is worth the crowds and the experience god willing i will visit again to try all kinds of sweets the employee doesnt know how to speak english or arabic  our order was drive thru and the mic wasnt working i didnt like the movement so why do you put a microphone on if it doesnt answer,"drinks, staff","positive, positive"
3,921,i ordered one spicy latte the prices are excellent compared to the market but the taste is frankly normal,price,positive
3,922,their coffee is very excellent and the people are nice the saudi cashier muhammad nour is there for your treatment of customers,"service, staff","positive, positive"
3,923,pecan tart i think its called that dont miss it its delicious,food,negative
3,924,to be honest i visited another branch and their service was very fast i ordered coffee today and waited for it for to minutes to be honest it is long and the coffee is very delicious i come and take two or three times from it as i hope for it the prices are very nice and are considered cheap compared to other coffee shops,"service, price","positive, positive"
3,925,the coffee is fine and sweet,drinks,positive
3,926,favor is not known their coffee is delicious the place is nice and elegant and their offers are amazing thank you tim coffee address,place,positive
3,928,service is very slow i waited in line for an hour and a half and there were less than cars in front of me,service,positive
3,929,the first branch in jeddah is small and crowded and it deserves to be visited by anyone their coffee is delicious and their dessert is still delicious,dessert,positive
3,930,a little magnificence in him and his kosher treatment and courtesy mashallah may god bless you may god increase you and bless you with his grace,service,positive
3,931,the place is crowded and the service is very very slow sometimes the queue doesnt go long and there is no reason to worry about the crowding but they take the students very slowly,"service, place","negative, negative"
3,932,why browns for very expensive compared to the quantity,price,positive
3,933,the wellknown person does not know the name of the coffee address since i have been one of their customers in riyadh  and now it has opened in jeddah after a long wait i give you my recommendations coffee  todays cold coffee brazilian coffee spanish latte cold or hot everything is delicious pistachio latte my condition is useful when you want to increase the sugar other drinks cold matcha mojito passion tea sandwich  halloumi pesto panini chicken fajita panini hala crunchy chocolate classic brownie mix cup cookies tiramisu is underway english orange cake english chocolate cake english dates cake,dessert,positive
3,934,unfortunately the staff you are placing is very bad there is no organization and there is no agreement between them at all to the point that when i was ordering coffee today my order was taken for a full hour until i took it and there is no organization that comes to take a bill after me and how much is the number okay considering that i was standing for a full hour and i wish my order was worth only coffee today i hope you can see this branch has a solution because it is impossible to return to it after this as long as it is this poorly organized,staff,positive
3,935,finally congratulations on the opening,service,positive
3,936,the first experience i came on the third day of opening it was crowded but reasonable crowding given that the caf is small in order to get our coffee we waited for maybe minutes it was very slow and messy and the coffee was not that good and it was not hot the cream was delicious but the amount was very small the size of an espresso or macchiato cup i will not return i come again the cafe is small in size and the prices are excellent and competitive,price,positive
3,937,the saudi cashier present has very poor service he stops the line for more than a quarter of an hour and starts working on the coffee leaving us standing knowing all the workers i hear talking to him he takes our orders and he does not come i wish he could apologize to us for the delay as there were no servants standing by and whoever came did not know anything about the prices and everything i asked him he said one minute i will see i asked for milk because my daughter is with me he said i cant i said ok i will pay he said no i said give me ok if i have coffee i thought he would appreciate my position he said ok calculate the price of the coffee in fact i had to charge riyals for some milk i mean morally no one can satisfy her i hope that before you hire them you train them well on how to deal with customers if he had spoken to me in a better manner or had received an apology and appreciation the customer would have been at least satisfied,service,positive
3,938,i got colombian coffee today and chocolate cookies something nice and at a reasonable price,price,positive
3,939,the service is worse it is slow and the drivethru is so low that we cannot hear it and it does not hear us and we repeat the order times at the checkout so that the barista can understand,service,negative
3,941,first of all welcome to jeddah we have been waiting for you for a while i swear the second thing is that you surprised me with the quality and price god willing i took cold ethiopian coffee today and it was awesome i took ice spanish cortado and regular spanish all of which were awesome i swear and the dessert was awesome i took mixed cookies caramel brownies and pecans all of which were awesome we will repeat the visit god willing,dessert,positive
3,942,i tried the delicious and light french vanilla for delicious ice spanish latte the establishment offer was riyals sweets for are good the branch is beautiful but it is crowded and they take orders very very late,drinks,positive
3,943,i took the ice spanish latte at the establishments offer to be honest it was better than i expected even though it was not a joy spanish latte todays coffee i had two types yesterday all of them were watery,drinks,positive
3,944,rich in entertainment,ambience,positive
3,945,i ordered an extra hot cappuccino and was offered a cold drink without heating it,drinks,positive
3,946,the cashier employee is not tactful in dealing very slow service the one who makes coffee and the cashier is the same and when my turn arrived he said there was no spanish very bad handling,"service, staff","negative, negative"
3,947,the cafe came from riyadh and just opened in jeddah  very crowded the coffee is nice and the prices are reasonable but unfortunately some of the varieties are loyal i think because it is just new,price,positive
3,948,i tried from them this morning as i was going to work todays colombian coffee was very very very bad i did not expect anything like this at all i swear to god without any exaggeration,drinks,negative
3,949,their service is slow but delicious and their prices are reasonable,"service, price","positive, positive"
3,950,thank you for opening the best coffee and sweets in jeddah they have them and their prices and there is no mistake,price,positive
3,951,the rating is above the rating i tried todays coffee and no mistake i tried salted caramel bites once yummy and balanced pecan pie is sweet and sweet is waqif marble cake and nostalgia are fabulous we come to coffee i took an ethiopian crop from them once it was terrible and i strongly recommend it karak with ginger and spanish latte as well no mistake thank you coffee address,dessert,positive
3,952,god bless the store has finally opened and the crowd in the store indicates that it does not offer anything worth waiting for i noticed that their prices are very reasonable almost cheap and the taste is second to none it is very delicious and god willing we will have other visits honestly it is worth trying i wish them success and recommend visiting them,price,positive
3,953,in a smoking place,place,positive
3,954,the service is very bad i have been waiting for almost an hour for todays coffee the place is not clean and the staff is not qualified,"place, staff","negative, negative"
3,955,ive been waiting for them for a long time and the coffee is getting better today we tried colombian coffee spanish latte and matcha and the prices are good but the drawback is the small space the staffs negligence in cleaning the table the table was dirty and we had to make coffee for ourselves another negative thing is the method of receiving the order i sat for an hour and a quarter to finish the order but no one alerted me that i had to hand them the bill because they do not have a priority system with the priority number they have the one who drops off his bill first i felt like i was in the pickup line i will visit again after the crowds ease because the coffee is delicious and the place is comfortable i wish they would have outdoor seating,"price, place","positive, positive"
3,956,ive been waiting for it for a long time,service,positive
3,957,according to the praise coming to them and god willing the cars are secretly crowded and there is approximately a minute wait god willing the wait will be worth it,service,positive
3,958,i tried the coffee today and it was delicious the quality of the coffee was excellent the date pudding was delicious but i was a little spoiled,dessert,positive
3,959,finally it opened in jeddah and everything is amazing the place is elegant not too big but it is nice and organized and there are drivethru orders  and the prices are very good considering the quality and beauty of the coffee  we are happy to open nice things like this place,"price, place","positive, positive"
3,960,a beautiful place their coffee is delicious and the staff are excellent but the drawback is that it is crowded and the place is cramped,place,positive
3,961,the place is awesome and the staff are awesome,"place, staff","positive, positive"
3,962,their coffee on the other hand wins and the prices still stand out,price,positive
3,963,honestly their prices are very reasonable the employees are treated with the utmost respect and taste i tried their colombian coffee today the pudding was dark chocolate tasted like regular betty crocker cake and was sized to fit one person the cookies are honestly on the menu it was written that they have a v and when i asked them they said we dont have them the branch is small so there is no right for long sessions frankly but their coffee is good and their prices are nothing short of amazing,price,positive
3,965,i was excited about it to be honest but we didnt like it we tried the spanish latte and it was very bitter we didnt drink any of its bitterness and the mojito was less than normal we waited about an hour and a half for the drivethru which takes a walkin order one was without a car before us unfortunately we didnt like it it was an experience for the first and last time,"service, drinks","positive, positive"
3,966,the staff is nice and the service is excellent,"service, staff","positive, positive"
3,967,very courteous treatment and good prices,price,positive
3,968,the staff are very courteous and quick and the coffee and sweets are very reasonably priced and delicious thank you,"price, staff","positive, positive"
3,969,coffee and salted caramel dessert no mistake,dessert,negative
4,970,the donuts are dry and they are gods blessings,dessert,positive
4,971,the caf is very nice i ordered adani tea and a fajita sandwich from them they were very delicious i liked the taste of adani once especially for those who love it now the only drawback is that their prices are high adani was riyals,price,positive
4,972,awesome,food,positive
4,973,neat and beautiful excellent handling the staff is friendly,staff,positive
4,974,i always order the caramel macchiato the amount of milk is different every time sometimes it increases and sometimes it decreases the last time i told him there was too much milk and the macchiato was three quarters of a cup he got up and made me a second cup in which he reduced the coffee to reach the level i requested they sat laughing they are treated badly,service,positive
4,975,bin cafe coffee shop city jeddah saudi arabia type cafe price average rating very good comment coffee caf is located in king khalid national guard hospital in jeddah and offers a unique experience of drinking all kinds of coffee in a modern atmosphere the caf features a traditional arabic atmosphere in some parts with wooden decor and hanging lamps and a modern atmosphere in other parts with modern furniture and modern decorations the arabic coffee at bin caf is made from the finest arabica coffee and is prepared in a traditional way using an arabic dalla the coffee is characterized by its strong taste and rich flavour in addition to arabic coffee the caf also serves a variety of specialty coffees such as espresso latte and cappuccino this coffee is prepared using freshly roasted coffee beans and is distinguished by its rich taste and complex flavour in addition to coffee the caf also serves a variety of traditional arabic sweets such as maamoul and kunafa overall ben caf is a great place to try all kinds of coffee in a modern atmosphere positive points all types of coffee are of excellent quality the atmosphere is a mixture of traditional and modern a variety of traditional arabic sweets negative points prices are a little high for some items the location is not suitable for everyone as it is located inside a hospital recommendation it is recommended to visit ben caf for coffee lovers of all kinds but it must be taken into account that the location is not suitable for everyone written with the help of artificial intelligence,"price, dessert","positive, positive"
4,976,the location is beautiful tidy and comfortable but the place is narrow and does not accommodate much and the prices are high,location,positive
4,977,why is it that whenever i take turkish coffee from them they dont make it properly rather they put hot water and stir it twice and until it boils and serve it it tastes bitter and not quite right but they think that the speed is in submitting the order and not in mixing the order,service,negative
4,978,they dont have jobs,service,positive
4,980,amazing cappuccino and very nice decor i took a bread chicken sandwich the outside was very hot and crispy on the grill and the chicken inside was very cold the quantity was small and stingy and the price was high cappuccino is wonderful and the decoration is very beautiful i took the bread chicken sandwich from the outside very hot and crispy with the grill and the chicken inside is very cold and a small amount and the price is high,price,positive
4,981,all,price,positive
4,983,excellent,service,negative
4,984,awesome i took a hot mocha from them a single shot of espresso and it tasted bad their shame is that they spend an hour waiting for your order to be prepared,service,positive
4,986,distinctive branch open hours the downside is that the air conditioning is very cold,"price, location","positive, positive"
4,987,site monopolist with high prices,place,positive
4,988,beautiful and i hope to expand the store,drinks,positive
4,989,one of the best turkish coffee,food,positive
4,990,he took black kafi from them chocolate english cake it is worth it,clean,positive
4,991,one of the best bon cafe branches in terms of cleanliness service and speed i would like to thank all the employees especially the employee sultan and anas,staff,positive
4,992,the caf is good but lowering the cooling temperature to freezing is harmful to humans and causes many health problems i asked the employees to lower the cooling level but they apologized because there was no air conditioning when i was making coffee i hope the caf manager will review this situation we also provide outdoor tables for those who do not want to freeze media ahmed ali alkanani member of the saudi journalists association,drinks,positive
4,993,cappuccino with cream and caramel,views,positive
4,994,mashallah the bonn branch in which the guards have something amazing and very tidy i dont need to talk about the coffee again my review was about the external and internal view the decorations thanks bon,drinks,positive
4,996,very bad,food,positive
4,997,very wonderful,service,positive
4,998,sweet and elegant it serves the neighboring area well,"service, price","positive, positive"
4,999,a beautiful and tidy cafe the prices are very reasonable i recommend it to cafe goers i have not tried the coffee and the service is fast and excellent,service,negative
4,1000,the organization of the cafeteria in the matches is bad they do not know which matches are the most important and do not ask the customers what match they want they work according to whoever talks to them they are tired of dealing,place,negative
4,1001,the place is very bad the cleanliness is mediocre the dealings are rotten they do not care about the customer unless you ask them,place,positive
4,1003,the prices are exaggerated and there is no parking,"price, ambience","negative, negative"
4,1005,excellent,place,positive
4,1006,the place is beautiful and the staffs treatment makes you love the place,"price, place","positive, positive"
4,1007,the place is beautiful and worth a visit prices are affordable for everyone,staff,positive
4,1008,it is a nice cafe quiet and classy and the service is very excellent from the staff but it is only the observation that they raise the volume during important matches this is what i noticed and it gives them good health,staff,positive
4,1009,the coffee is nice the staff are helpful and quick and the tea has something else,staff,positive
4,1010,tell him i hope he finds out the coffee he entered although his status does not show that he is a kufi calm down respect appreciation kind face smile by god i sincerely thank you for the work you are doing i thank with all my heart the general director for making the right choice may god grant you success i wish you more success even though everything is beautiful but i wish you more and more special thanks to the yemeni worker the companions of alhudaydah who have the kindest heart,ambience,positive
4,1011,a good caf that operates hours during the times of public matches there is abnormal crowding and disturbance i wish the person in charge of the caf would lower the volume,price,positive
4,1012,good cafe with reasonable prices,place,positive
4,1013,my favorite place most of my time is in this coffee shop,place,negative
4,1014,bad place and worst treatment the coffee is not good or sweet last experience,seating,positive
4,1015,very nice tidy and comfortable seating but the screens dont care about maintenance or replacement and the prices are expensive,price,negative
4,1017,i entered the place and saw a match there the atmosphere is nice sessions are comfortable and available also broadcasting matches on multiple clear screens the most important features there are also vip sessions with fees starting from riyals i tried their black pepper as well as their honey and saffron solution comments i wish they could replace the quality of their coffee because plaque is unacceptable even my brother tried the cold spanish and it did not suit him and he did not finish the cup at all i expect that the quality of the coffee is not good it also improves the taste quality and taste of the sweet the taste is less than normal,service,positive
4,1018,i tried the v to be honest it wasnt right once,place,positive
4,1019,i congratulate you on the arrangement of the place the excellent service and the cleanliness of the coffee shop,service,positive
4,1020,we thank the direct abdul rahman,place,positive
4,1021,a beautiful place for sitting the service is very bad the cleanliness is excellent the atmosphere is as if you are sitting at home the drinks are very ordinary and the star is just for me to comment and it is a loss for them,location,positive
4,1022,the development of the cafe is excellent  the important thing is to continue and good luck god willing,ambience,positive
4,1024,middle,service,positive
4,1025,unfortunately i came in the morning and there was no one but me and a customer and i told him i had to give him a drink so i could have a snack and drink coffee the important thing is that he pulled on the phone and waved at him but he looked and i went out to have a drink or coffee i know what he would do if the coffee shop was crowded but i dont blame him he was on the phone i expect his family,"price, place","positive, positive"
4,1026,a beautiful quiet and clean place the reception is excellent their prices are good the coffee is beautiful and their sweets are delicious frankly it is worth a visit and i thank them for the service,price,negative
4,1027,in fact the prices are exaggerated,service,positive
4,1028,one of the best cafes i have been to in jeddah i have been to many cafes in jeddah but like this their service was amazing i advise anyone who loves elegance to go,staff,positive
4,1029,mashallah the best cappuccino as described by the barista shahd,staff,negative
4,1030,it is bad for more than half an hour to wait under the pretext that the worker is asleep they say that we cannot make coffee so the worker must come,service,positive
4,1031,an elegant and distinctive cafe it has highlevel service providers special mention to sister shahad,staff,negative
4,1032,the treatment of employees is bad they force them to work and other than that the morals come and tell him to bring water and he stabs you for minutes as if you were sharpening it,staff,positive
4,1033,the service is excellent and the staff are respectful the only drawback is that there is very little parking the music is loud and the prices are a little high,place,positive
4,1034,quiet and beautiful place excellent service and thanks to the barista she was very nice,service,positive
4,1035,very excellent i recommend trying it thanks to those who run it,place,positive
4,1036,a very nice place that serves the neighborhood,drinks,positive
4,1037,i had coffee and tea and it was excellent,place,positive
4,1038,its amazingly sweet but there needs to be more privacy for girls mostly young men girls have few places so please expand the place,clean,positive
4,1039,something tidy clean and luxurious,"service, place","positive, positive"
4,1040,fast service quiet place and coffee you like,"price, place","positive, positive"
4,1041,a nice place with sweet molasses for and the rest of the items are reasonably priced for the south of jeddah we are very lucky with the place,"place, staff","positive, positive"
4,1043,excellent,ambience,negative
4,1044,the songs are very loud and the coal is delayed,staff,negative
4,1046,when does it open open hours a day i hit a ride and it locked and the number is closed,place,positive
4,1047,the free country of rashaida,service,positive
4,1048,it is very excellent and i advise young people to visit it,ambience,positive
4,1049,one of the best cafes in jeddah,staff,positive
4,1050,a classy cafe and the most beautiful staff,place,positive
4,1051,i spent two weeks in jeddah this place was part of my day i loved it and i loved the people working there maybe i didnt even know their names but i remember their pure laughter every evening i wish them good health and prosperity,price,positive
4,1052,firstly the reason for the star is because it serves molasses and plays loud music therefore the visit will not be repeated the caf is new and has a beautiful interior and the seating is comfortable i took it from them with a rating out of american coffee with milk honey cake donuts with kitkat the price is considered high riyals it only accepts mada and does not accept visa advice for the caf owner the income and livelihood that you eat and that your children eat from make sure that it is halal,staff,positive
4,1053,the store is very beautiful and elegant and the employee abdul rahman is very respectful and elegant,"price, ambience","negative, negative"
4,1054,commercial coffee bad and overpriced there is smoke everywhere and there are smoke extraction devices,price,positive
4,1055,awesome mashallah may god bless you,place,positive
4,1056,i left the place but i will visit it god willing but i am surprised that someone who puts a star and tells you that women are exposed is strange brother the thinking of some people  hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,place,positive
4,1057,frankly speaking the place is very nice especially mrs reem who has good manners and treatment and the employee abdul rahman is smiling and polite  and we will not forget ahmed the barista my heart is the most beautiful person,staff,negative
4,1058,barista ahmed is an artist and a mistake,staff,positive
4,1059,beautiful coffee thanks to the barista ahmed the employee reem and the employee dahoum thank you for the good reception and smile you made my day,service,positive
4,1060,the rating is very excellent the service is excellent and the barista ahmed has very beautiful manners and his treatment is very nice and creative in coffee,drinks,positive
4,1061,my coffee was cold v exactly once the barista ahmed the coffee is beautiful and elegant,service,positive
4,1062,the barista honey,"drinks, place","positive, positive"
4,1063,the place is very wonderful and the barista is a sweetheart  nothing can change my mood except that he specializes in icedrip and hot drinks their molasses is sweet and close to the people of the neighborhoods in southern jeddah i ask god for success for them,food,positive
4,1064,good,"service, staff","negative, negative"
4,1065,unfortunately bad service we sat in the outdoor sessions no employees passed us by and no one came and took the orders and we spoke to each other as if he saw us and you have the freedom to judge  the first and last time this was the case,service,positive
4,1066,it is a classy and sweet cafe they treat customers nicely and the supervisor is very nice and they have a cheesecake that is dangerous to your heart,staff,negative
4,1067,unfortunately the supervisor had a very bad reception and the caf was almost empty when asked about the reason for the delay in the order she very kindly replied if you would like go to another caf,location,negative
4,1068,it is bad because it is based on displaying women in a conservative neighborhood fear god first and respect the site as well,place,positive
4,1069,the place is very beautiful,seating,positive
4,1070,good caf and excellent outdoor seating,place,positive
4,1071,quiet and beautiful place and the service is,"price, food","positive, positive"
4,1072,ordered through hungerstation delicious mini pancake mix nothing to say i ordered an ice latte the bitterness was a little overwhelming and the prices are nice,ambience,positive
4,1073,come and see i see a european touch from the streets of paris,seating,positive
4,1074,my palm is beautiful and its outdoor seating is very beautiful,drinks,positive
4,1075,very very nice and elegant cafe and their drinks are delicious,drinks,positive
4,1076,i recommend their coffee it is beyond amazing,drinks,positive
4,1077,honestly a very very nice cafe you can sit in it for a long time and enjoy drinking coffee and other drinks,service,positive
4,1078,excellent service,drinks,positive
4,1079,oh god if i were in kilo the best coffee in kilo if i were in kilo he would provide me with it every day frankly if they open in alhamdaniya it would be nice once,"service, ambience","positive, positive"
4,1080,very good the atmosphere of the store the design and the service in watching the matches on a very large screen,service,positive
4,1081,he is wonderful and the owner of the caf is wonderful to the utmost extent until he was provided with a request from him may god increase his goodness,location,negative
4,1082,unfortunately i regret visiting this place the location is not suitable the coffee is as if i were drinking readymade coffee,"service, staff","positive, positive"
4,1083,excellent service and good staff,dessert,positive
4,1084,a beautiful warm cafe despite its small size everything i tried was amazing especially the delicious cakes and cappuccinos,place,positive
4,1085,the most beautiful coffee in the most beautiful place,food,positive
4,1086,very good,clean,positive
4,1087,overpriced no employee and no cleanliness and do not deal,price,positive
4,1089,prominent,place,positive
4,1090,nice place and good work but the size is very small,place,positive
4,1091,beautiful quiet and small place,clean,positive
4,1092,excellent and clean,service,positive
4,1094,ola how are you,price,positive
4,1096,very late more than half an hour,drinks,positive
4,1097,i thank from my heart professor abdul mohsen alharbi may god bless him and grant him peace in the second branch to be honest coffee is a taste not a name your specialty in coffee is really excellent i hope you maintain the excellence your brother ahmed al mahmoud i hope to see you in riyadh at this level i wish you success,ambience,positive
4,1098,the decor is cute skillet cookies once upon a time i didnt like it blueberry cheesecake tastes normal i ordered a flight white and got cold coffee i dont know how i was overwhelmed once note the music volume is loud at times i wish they would lower the volume or turn it off because one comes with a deep thought and is drinking coffee and being in a quiet place it is not loud music,price,negative
4,1099,the place is very bad and their prices are exaggerated a small cup of mocha ice for without any additives note that barnes ice mocha is large and comes with chocolate and cream if it had less than a star i would have given it to them,service,positive
4,1101,excellent,"service, staff","positive, positive"
4,1103,the cafe is very classy i loved the delicious pancakes and the coffee is legendary  god willing the late visit is wonderful the cafe is honest small but it explains honesty  good luck,food,positive
4,1104,one thing is more luxurious than the other,drinks,positive
4,1106,i recommend it,dessert,positive
4,1107,their pancakes are very good the brownies are excellent i did not like them at all and the mojito is not balanced at all,place,positive
4,1108,the place was a bit small narrow and cool but maybe because the weather was noon the music was nice and nice but the tables were a little too small and close together their mini pancakes were delicious the one i had ordered ice caramel brix said delicious i didnt like the latte it was a little bitter and didnt taste like a latte i would have liked to try it other things but i cant afford them,drinks,positive
4,1109,peace be upon you please what kind of coffee do you have is it acidic or do you have different types,"drinks, place","positive, positive"
4,1110,the place is elegant and the coffee is honest coffee god willing it is one of the best and most delicious coffee i have ever tasted i swear if i gave it a thousand stars because i have tried one of the most famous coffee shops and unfortunately there is water and milk and it does not have the flavor of coffee but for one or two god willing their coffee is for coffee addicts i tried cold hot and all of them wow  oh god make us famous and open branches all over the kingdom,views,positive
4,1111,very excellent their reception is very wonderful and kind in general it is excellent and they open early,place,positive
4,1112,honestly the place is very luxurious god willing and the coffee they serve is delicious,service,positive
4,1113,their service is nice,dessert,positive
4,1114,a nice experience i had brownies very sweet skillet cookies balanced spanish latte and white filters they were too bitter and not balanced i wish them the best,staff,positive
4,1115,the decoration is excellent the quietness of the coffee is excellent the size of the kufi is small the coffee is good and so is the sweet unfortunately during matches you are obligated to order for riyals and this movement has been extinct for a long time the receptionist and waiter need more professionalism,price,positive
4,1116,reasonable prices and nice seating,"price, place","positive, positive"
4,1117,clean place and very good coffee the prices caught my attention there is seating on the upper floor,place,positive
4,1118,a little splendor in the place and the staff are very polite and ethical cleanliness is second to none thank you from the heart,"price, drinks","positive, positive"
4,1119,a lovely simple cafe with excellent coffee and reasonable prices,dessert,positive
4,1120,mashallah the coffee is very beautiful all the cakes are delicious and the coffee is delicious,place,positive
4,1121,an elegant place with comfortable and wonderful sessions i highly recommend it,clean,positive
4,1123,on tuesday morning there was coverage in this caf the location is okay it is in a corner after a courtyard wall inside which means it is not clear at all it has two floors it is small and knowledgeable the worker i think is indian but he did not understand my questions in arabic or english i drank my coffee the second floor and relaxed in the morning and i liked the plates the order was a cortado out of it was not exactly weighing but it was quite good then when i left i tried the flat white as well out of it had a sour bitterness but i liked the songs in the caf it was nice in the morning before work and giving thank you,staff,positive
4,1124,beautiful coffee and the most beautiful staff god willing,staff,positive
4,1125,the coffee is nice but the employee ibrahim is disrespectful,decor,positive
4,1127,the cashier who is the owner of the store is not helpful everything is nice except her treatment which is very bad it was one of my favorite places and now it has lost a regular customer,ambience,positive
4,1128,beautiful and wonderful,dessert,positive
4,1129,god almighty it is very delicious it is one of the most delicious and best cafes that prepare cold spanish i ordered many types of desserts from them the best of which are molten cake honey cake and pancakes in particular they are special in it i tried them on eid alfitr and until now i always order from them,ambience,positive
4,1130,nice romantic atmosphere,place,positive
4,1131,in all honesty it is an elegant place the varieties of sweets and coffee are delicious the treatment of the staff is sophisticated and respectful and the reception is more than wonderful god willing i will adopt my soul for it because it deserves a repeat visit may god bless them with their livelihood,seating,positive
4,1132,beautiful cafe evening sessions are clouds of beauty,staff,positive
4,1133,good cafe and respectful staff,food,positive
4,1134,they say its excellent,drinks,positive
4,1135,honestly this is my second visit to m cafe they have delicious miniwaffles and the coffee is sometimes cold and sometimes hot their coffee is delicious and concentrated,service,positive
4,1136,it is amazing god willing and the kindness of the workers at the local coffee shop is even more,"place, staff","positive, positive"
4,1137,honestly the sweets drinks place and design are sometimes crazy and uplifting but the accounting employee never had a style and her behavior was dry and she was dismissive at times i did not like it,"place, staff, food","positive, positive, positive"
4,1138,the place is nice and the food is delicious but the receptionist treated her very poorly,"place, staff, food","positive, positive, positive"
4,1139,the place is very wonderful and elegant and the food is very delicious but the employees behavior is very bad i hope the treatment will be better,"place, staff, food","positive, positive, positive"
4,1140,the place is nice and the food is delicious but the receptionists behavior is very bad,place,positive
4,1142,nice and beautiful,place,positive
4,1143,the place is amazing and worth a visit,place,positive
4,1144,an elegant place good taste and excellent service i recommend the place to you,staff,positive
4,1145,excellent service and exemplary staff especially the cashier who has wonderful dealings with the customer,"dessert, place","positive, positive"
4,1146,it was a more than wonderful experience the place was clean and the music was amazing the coffee was delicious and the dessert was delicious the cup was the presentation that i liked the most  and the weather was raining  worth a visit,place,positive
4,1147,excellent and wonderful but the drawback is that the family section is small and the tables are close to each other the order is a little late situations often happen,drinks,negative
4,1148,mojito and spanish latte are so crazy that it has become an addiction,"ambience, place","positive, positive"
4,1149,may god win mashallah awesome taste and classy place,food,positive
4,1151,good and nice but we only need matches channels to watch matches  same as the egyptian time sport channel,price,positive
4,1152,the coffee is delicious the dessert tastes good speed  the decor is beautiful prices definitely will visit again,clean,positive
4,1153,blessed be the most merciful it is beautiful beautiful clean and its coffee is delicious i was shocked i swear but its only flaw is small may god expand it may god bless them,staff,positive
4,1154,frankly speaking with all honesty the coffee is very nice the decor the reception the cleanliness the respectable employees and most importantly the work and the type of coffee used are amazing possibly the most delicious coffee you will ever taste especially in terms of the coffee shops that are located in the south of jeddah they have a regular customer and made the trip to the north of jeddah to find a good shop,service,positive
4,1155,mashallah something beautiful i swear fast service and the workers are very ethical thank you m,place,positive
4,1156,quiet and tidy place with tidy work,service,positive
4,1157,very excellent service,"dessert, place","positive, positive"
4,1159,it is worth repeating,place,positive
4,1160,nice and elegant but the place is small at a time,decor,positive
4,1161,excellent reception and distinctive decor but the music is very loud it is preferable to have very quiet music or not play it so that it is distinct and complete,"dessert, staff","positive, positive"
4,1162,i visited the coffee shop for the first time and it was a successful visit firstly the atmosphere of the coffee shop is nice and the employees all have high morals especially the girl employee god willing she is smart and works from the heart the dishes are all delicious the molten pastries mini pancakes cookies and drinks of all kinds were admired by us all good luck to them lord,clean,positive
4,1163,god willing i dont know where to start a wonderful cafe from reception to farewell the receptionist is very nice and courteous she deals with customers from the first time i come to them i think she is a sister and friend she is very kind may god make her happy and bless them we came to order the americano was good but not bad of course their signature drink ice caramel breaks was delicious with ice cream on top i ordered an oreo drink with ice cream all of which were delicious and balanced and the cookies are delicious their prices are good and the presentation and cleanliness deserve ten stars may god bless them and increase their grace,place,positive
